ID,country,gender,age,employment,income,household_member,platform,netflix,availability,duration,rank_device,plan,monthly_subscription,free,continue,rating,genre_Action,genre_Comedy,genre_Drama,genre_Fantasy,genre_Horror,genre_Others,genre_Romance,genre_Sport,genre_TV Shows,news_Advertisement,news_Friends,news_Netflix Website,news_Others,news_Social Media,promotion_Email,promotion_Netflix website,promotion_Not applicable,promotion_Others,promotion_Others Apps or Websites,promotion_Social media,promotion_Through friends/words of mouth,reason_Better user interface,"reason_Can watch anywhere, anytime",reason_High resolution,reason_Netflix original content,reason_Others,reason_Subscription plan
1,Malaysia,Male,From 21 to 29,Employed,3,>=4,"Cinema;Online Websites ;OTT services providers (Netflix, iQiyi, Youku, Disney+, Apple TV+);",Yes,Yes,Less than 1 hour,Phone;Laptop or desktop computer;Tablet;Television;,Others,No,No,Yes,4.0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0
2,Malaysia,Female,From 21 to 29,Employed,3,>=4,Television;,Yes,Yes,Less than 1 hour,Television;Laptop or desktop computer;Tablet;Phone;,Others,No,Yes,No,3.0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0
4,Malaysia,Male,40 and above,Employed,4,3,"Online Websites ;Television;OTT services providers (Netflix, iQiyi, Youku, Disney+, Apple TV+);",Yes,Yes,5-8 Hours,Television;Tablet;Laptop or desktop computer;Phone;,Premium,Yes,Yes,Yes,4.0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5,Malaysia,Male,From 30 to 39,Employed,5,3,"OTT services providers (Netflix, iQiyi, Youku, Disney+, Apple TV+);Online Websites ;",Yes,Yes,5-8 Hours,Television;Phone;Laptop or desktop computer;Tablet;,Premium,Yes,Yes,Yes,5.0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
6,Malaysia,Female,From 21 to 29,Employed,3,2,"OTT services providers (Netflix, iQiyi, Youku, Disney+, Apple TV+);Online Websites ;Television;Cinema;",Yes,Yes,1-4 Hours,Television;Laptop or desktop computer;Tablet;Phone;,Premium,No,No,Yes,4.0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0
7,Malaysia,Male,From 21 to 29,Employed,3,3,"Online Websites ;OTT services providers (Netflix, iQiyi, Youku, Disney+, Apple TV+);",Yes,Yes,1-4 Hours,Laptop or desktop computer;Tablet;Phone;Television;,Premium,Yes,Yes,Yes,5.0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1
8,Malaysia,Female,From 30 to 39,Employed,5,3,"OTT services providers (Netflix, iQiyi, Youku, Disney+, Apple TV+);",Yes,Yes,16+ Hours,Television;Phone;Laptop or desktop computer;Tablet;,Premium,Yes,No,Yes,4.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0
9,Malaysia,Female,From 30 to 39,Employed,3,>=4,"Television;OTT services providers (Netflix, iQiyi, Youku, Disney+, Apple TV+);Online Websites ;",Yes,Yes,16+ Hours,Television;Laptop or desktop computer;Phone;Tablet;,Standard,Yes,Yes,Yes,5.0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
10,Malaysia,Male,From 30 to 39,Employed,3,3,"Online Websites ;OTT services providers (Netflix, iQiyi, Youku, Disney+, Apple TV+);",Yes,Yes,1-4 Hours,Television;Phone;Laptop or desktop computer;Tablet;,Standard,Yes,Yes,Yes,5.0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
11,Malaysia,Male,From 21 to 29,Self-employed,1,1,Online Websites ;,Yes,Yes,Less than 1 hour,Laptop or desktop computer;Tablet;Phone;Television;,Premium,Yes,No,Yes,4.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
12,Malaysia,Female,From 30 to 39,Employed,4,>=4,"OTT services providers (Netflix, iQiyi, Youku, Disney+, Apple TV+);",Yes,Yes,1-4 Hours,Television;Phone;Tablet;Laptop or desktop computer;,Standard,Yes,No,Yes,4.0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0
13,Malaysia,Male,From 21 to 29,Employed,2,>=4,"OTT services providers (Netflix, iQiyi, Youku, Disney+, Apple TV+);Cinema;",Yes,Yes,5-8 Hours,Phone;Television;Laptop or desktop computer;Tablet;,Standard,Yes,No,Yes,4.0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0
14,Malaysia,Male,From 30 to 39,Employed,3,1,Online Websites ;Cinema;,Yes,Yes,5-8 Hours,Laptop or desktop computer;Phone;Television;Tablet;,Others,Yes,Yes,Yes,4.0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
15,Malaysia,Male,From 21 to 29,Employed,1,3,"OTT services providers (Netflix, iQiyi, Youku, Disney+, Apple TV+);",Yes,Yes,1-4 Hours,Television;Tablet;Phone;Laptop or desktop computer;,Premium,Yes,Yes,Yes,5.0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0
16,Malaysia,Male,From 30 to 39,Employed,3,3,Online Websites ;,Yes,Yes,1-4 Hours,Television;Phone;Laptop or desktop computer;Tablet;,Others,No,No,Yes,5.0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
17,Malaysia,Female,From 21 to 29,Self-employed,1,2,"Online Websites ;OTT services providers (Netflix, iQiyi, Youku, Disney+, Apple TV+);",Yes,Yes,5-8 Hours,Laptop or desktop computer;Phone;Tablet;Television;,Standard,Yes,No,Yes,4.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
18,Malaysia,Male,From 30 to 39,Unemployed,3,2,"Television;OTT services providers (Netflix, iQiyi, Youku, Disney+, Apple TV+);",Yes,Yes,9-15 Hours,Television;Phone;Tablet;Laptop or desktop computer;,Standard,Yes,No,Yes,5.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
21,Malaysia,Female,From 30 to 39,Employed,3,>=4,Online Websites ;,No,Yes,Less than 1 hour,Television;Laptop or desktop computer;Tablet;Phone;,Standard,No,Yes,No,2.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
23,Australia,Female,From 21 to 29,Student,2,3,"Online Websites ;Cinema;OTT services providers (Netflix, iQiyi, Youku, Disney+, Apple TV+);",Yes,Yes,1-4 Hours,Laptop or desktop computer;Phone;Television;Tablet;,Basic,Yes,Yes,Yes,5.0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0
24,Malaysia,Female,From 21 to 29,Employed,2,1,"OTT services providers (Netflix, iQiyi, Youku, Disney+, Apple TV+);",Yes,Yes,1-4 Hours,Tablet;Television;Laptop or desktop computer;Phone;,Premium,Yes,Yes,Yes,4.0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0
25,Korea,Female,From 21 to 29,Employed,2,2,Online Websites ;,Yes,Yes,5-8 Hours,Tablet;Phone;Laptop or desktop computer;Television;,Basic,Yes,Yes,Yes,3.0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0
26,United Kingdom,Male,40 and above,Employed,2,3,"OTT services providers (Netflix, iQiyi, Youku, Disney+, Apple TV+);",Yes,Yes,1-4 Hours,Phone;Tablet;Television;Laptop or desktop computer;,Basic,Yes,Yes,Yes,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
28,Malaysia,Female,From 21 to 29,Employed,2,>=4,"OTT services providers (Netflix, iQiyi, Youku, Disney+, Apple TV+);Online Websites ;Cinema;",Yes,Yes,1-4 Hours,Laptop or desktop computer;Television;Tablet;Phone;,Basic,Yes,No,Yes,4.0,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
30,Malaysia,Female,Less than 21,Student,4,>=4,Cinema;,Yes,Yes,1-4 Hours,Laptop or desktop computer;Tablet;Phone;Television;,Basic,Yes,No,Yes,5.0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
34,Malaysia,Female,From 21 to 29,Student,5,>=4,"Cinema;Online Websites ;OTT services providers (Netflix, iQiyi, Youku, Disney+, Apple TV+);",No,Yes,1-4 Hours,Phone;Tablet;Television;Laptop or desktop computer;,Others,Yes,Yes,Yes,4.0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0
36,Singapore,Female,Less than 21,Student,2,>=4,Online Websites ;,Yes,Yes,9-15 Hours,Laptop or desktop computer;Television;Tablet;Phone;,Basic,No,No,No,4.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
